Image,SquareIndex,ObjectInSquare,Area_px,Area_mm2,Scale,X,Y
P1012185.JPG,4,1,6764,35.8285,0.07278,713.9749,519.8921
P1012186.JPG,1,1,6230,33,0.07278,794.7286,1110.5811
P1012186.JPG,2,1,6667,35.3147,0.07278,444.5199,899.0206
P1012186.JPG,3,1,6073,32.1684,0.07278,444.6706,569.5524
P1012186.JPG,6,1,6303,33.3867,0.07278,688.1619,728.7884
P1012186.JPG,5,1,7769,41.152,0.07278,473.9929,487.3337
P1012186.JPG,4,1,6874,36.4112,0.07278,470.2811,548.7299
P1012187.JPG,1,1,1599,8.4698,0.07278,566.0216,736.9803
P1012187.JPG,2,1,5420,28.7095,0.07278,650.4098,769.2445
P1012188.JPG,1,1,5370,28.4446,0.07278,636.4255,540.8935
P1012188.JPG,2,1,6507,34.4672,0.07278,731.1594,888.8555
P1012188.JPG,3,1,4996,26.4635,0.07278,500.6313,782.5629
P1012188.JPG,6,1,7630,40.4157,0.07278,672.5603,798.1035
P1012188.JPG,5,1,5972,31.6334,0.07278,679.9283,691.4365
P1012188.JPG,4,1,3791,20.0807,0.07278,711.079,528.5947
P1012189.JPG,2,1,4320,22.8828,0.07278,514.0438,475.0229
P1012189.JPG,3,1,6109,32.359,0.07278,571.4861,700.7807
P1012189.JPG,1,1,4771,25.2717,0.07278,772.98,822.0458
P1012189.JPG,4,1,7182,38.0427,0.07278,562.3709,497.8085
P1012190.JPG,1,1,7331,38.8319,0.07278,885.8432,848.0801
P1012190.JPG,2,1,6759,35.8021,0.07278,660.2017,674.1026
P1012190.JPG,3,1,3592,19.0266,0.07278,752.7453,756.6506
P1012190.JPG,6,1,7366,39.0173,0.07278,646.3375,1024.4958
P1012190.JPG,5,1,5531,29.2974,0.07278,312.2765,748.8046
P1012190.JPG,4,1,5721,30.3038,0.07278,479.5467,717.783
P1012191.JPG,1,1,5944,31.4851,0.07278,742.2476,642.1507
P1012191.JPG,2,1,3065,16.2351,0.07278,688.6302,645.9897
P1012191.JPG,3,1,6215,32.9205,0.07278,488.0876,403.1949
P1012191.JPG,5,1,4922,26.0716,0.07278,778.3939,633.4809
P1012191.JPG,4,1,7825,41.4486,0.07278,419.4958,614.1826
P1012192.JPG,3,1,2823,14.9533,0.07278,768.9307,748.1709
P1012192.JPG,2,1,7429,39.351,0.07278,572.6762,754.1666
P1012192.JPG,1,1,7035,37.264,0.07278,929.2109,571.7904
P1012192.JPG,6,1,6708,35.5319,0.07278,745.9535,685.4395
P1012192.JPG,5,1,2874,15.2234,0.07278,650.1496,558.436
P1012192.JPG,4,1,8543,45.2518,0.07278,960.2195,720.7151
P1012193.JPG,1,1,4504,23.8574,0.07278,748.2145,843.3262
P1012193.JPG,2,1,4992,26.4424,0.07278,695.2981,723.0561
P1012193.JPG,3,1,7165,37.9526,0.07278,483.8901,807.632
